product_id,drug_substance,actives_by_dose,notes,fa,f,tmax,dose_value,dose_unit,pss_inchikey,pss_inchi,pss_smiles,ps_smiles,ps_num_drugs,parent_drug_id
377,DULOXETINE HYDROCHLORIDE,DULOXETINE,,,0.5,6,60,MG,BFFSMCNJSOPUAY-LMOVPXPDSA-N,"InChI=1S/C18H19NOS.ClH/c1-19-12-11-17(18-10-5-13-21-18)20-16-9-4-7-14-6-2-3-8-15(14)16;/h2-10,13,17,19H,11-12H2,1H3;1H/t17-;/m0./s1",CNCC[C@@H](C1=CC=CS1)OC2=CC=CC3=CC=CC=C32.Cl,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1.Cl,1,117
378,AVATROMBOPAG MALEATE,AVATROMBOPAG,,,,7,20,MG,MISPBGHDNZYFNM-BTJKTKAUSA-N,"InChI=1S/C29H34Cl2N6O3S2.C4H4O4/c30-20-15-23(41-17-20)24-27(37-12-10-35(11-13-37)21-4-2-1-3-5-21)42-29(33-24)34-26(38)19-14-22(31)25(32-16-19)36-8-6-18(7-9-36)28(39)40;5-3(6)1-2-4(7)8/h14-18,21H,1-13H2,(H,39,40)(H,33,34,38);1-2H,(H,5,6)(H,7,8)/b;2-1-",C1CCC(CC1)N2CCN(CC2)C3=C(N=C(S3)NC(=O)C4=CC(=C(N=C4)N5CCC(CC5)C(=O)O)Cl)C6=CC(=CS6)Cl.C(=C\C(=O)O)\C(=O)O,O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1.O=C(O)/C=C\C(=O)O,1,229
379,KETOCONAZOLE,KETOCONAZOLE,,,,1.5,200,MG,XMAYWYJOQHXEEK-ZEQKJWHPSA-N,"InChI=1S/C26H28Cl2N4O4/c1-19(33)31-10-12-32(13-11-31)21-3-5-22(6-4-21)34-15-23-16-35-26(36-23,17-30-9-8-29-18-30)24-7-2-20(27)14-25(24)28/h2-9,14,18,23H,10-13,15-17H2,1H3/t23-,26-/m1/s1",CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OC[C@@H]3CO[C@@](O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,1,230
380,BORTEZOMIB MANNITOL BORONIC ESTER,BORTEZOMIB,,,,,3.5,MG,QDMRNLRJDHCHLB-DNNBANOASA-N,"InChI=1S/C25H35BN4O8/c1-15(2)10-21(26-37-22(19(33)13-31)23(38-26)20(34)14-32)30-24(35)17(11-16-6-4-3-5-7-16)29-25(36)18-12-27-8-9-28-18/h3-9,12,15,17,19-23,31-34H,10-11,13-14H2,1-2H3,(H,29,36)(H,30,35)/t17-,19+,20+,21-,22+,23+/m0/s1",B1(O[C@@H]([C@H](O1)[C@@H](CO)O)[C@@H](CO)O)[C@H](CC(C)C)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)C3=NC=CN=C3,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B1O[C@H]([C@H](O)CO)[C@@H]([C@H](O)CO)O1,1,172
382,BUSULFAN,BUSULFAN,,,,,6,MG PER ML,COVZYZSDYWQREU-UHFFFAOYSA-N,"InChI=1S/C6H14O6S2/c1-13(7,8)11-5-3-4-6-12-14(2,9)10/h3-6H2,1-2H3",CS(=O)(=O)OCCCCOS(=O)(=O)C,CS(=O)(=O)OCCCCOS(C)(=O)=O,1,231
383,TADALAFIL,TADALAFIL,,,,4,20,MG,WOXKDUGGOYFFRN-IIBYNOLFSA-N,"InChI=1S/C22H19N3O4/c1-24-10-19(26)25-16(22(24)27)9-14-13-4-2-3-5-15(13)23-20(14)21(25)12-6-7-17-18(8-12)29-11-28-17/h2-8,16,21,23H,9-11H2,1H3/t16-,21-/m1/s1",CN1CC(=O)N2[C@@H](C1=O)CC3=C([C@H]2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36,CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,1,232
384,SONIDEGIB DIPHOSPHATE,SONIDEGIB,,,,3,200,MG,RWIVSVMMGFFZIJ-VWDRLOGHSA-N,"InChI=1S/C26H26F3N3O3.2H3O4P/c1-16-14-32(15-17(2)34-16)24-12-9-20(13-30-24)31-25(33)23-6-4-5-22(18(23)3)19-7-10-21(11-8-19)35-26(27,28)29;2*1-5(2,3)4/h4-13,16-17H,14-15H2,1-3H3,(H,31,33);2*(H3,1,2,3,4)/t16-,17+;;",C[C@@H]1CN(C[C@@H](O1)C)C2=NC=C(C=C2)NC(=O)C3=CC=CC(=C3C)C4=CC=C(C=C4)OC(F)(F)F.OP(=O)(O)O.OP(=O)(O)O,Cc1c(C(=O)Nc2ccc(N3C[C@@H](C)O[C@@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1.O=P(O)(O)O.O=P(O)(O)O,1,233
385,FLORBETAPIR (18F),FLORBETAPIR (18F),,,,,1900,MBQ PER ML,YNDIAUKFXKEXSV-CRYLGTRXSA-N,"InChI=1S/C20H25FN2O3/c1-22-19-7-4-17(5-8-19)2-3-18-6-9-20(23-16-18)26-15-14-25-13-12-24-11-10-21/h2-9,16,22H,10-15H2,1H3/b3-2+/i21-1",CNC1=CC=C(C=C1)/C=C/C2=CN=C(C=C2)OCCOCCOCC[18F],CNc1ccc(/C=C/c2ccc(OCCOCCOCC[18F])nc2)cc1,1,234
386,LONAFARNIB,LONAFARNIB,,,,3,75,MG,DHMTURDWPRKSOA-RUZDIDTESA-N,"InChI=1S/C27H31Br2ClN4O2/c28-20-12-19-2-1-18-13-21(30)14-22(29)24(18)25(26(19)32-15-20)17-5-9-33(10-6-17)23(35)11-16-3-7-34(8-4-16)27(31)36/h12-17,25H,1-11H2,(H2,31,36)/t25-/m1/s1",C1CN(CCC1CC(=O)N2CCC(CC2)[C@@H]3C4=C(CCC5=C3N=CC(=C5)Br)C=C(C=C4Br)Cl)C(=O)N,NC(=O)N1CCC(CC(=O)N2CCC([C@H]3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1,1,235
387,BAZEDOXIFENE ACETATE,BAZEDOXIFENE,,,,2,20,MG,OMZAMQFQZMUNTP-UHFFFAOYSA-N,"InChI=1S/C30H34N2O3.C2H4O2/c1-22-28-20-26(34)12-15-29(28)32(30(22)24-8-10-25(33)11-9-24)21-23-6-13-27(14-7-23)35-19-18-31-16-4-2-3-5-17-31;1-2(3)4/h6-15,20,33-34H,2-5,16-19,21H2,1H3;1H3,(H,3,4)",CC1=C(N(C2=C1C=C(C=C2)O)CC3=CC=C(C=C3)OCCN4CCCCCC4)C5=CC=C(C=C5)O.CC(=O)O,CC(=O)O.Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,1,236
388,VORICONAZOLE,VORICONAZOLE,,1,0.96,1.5,200,MG,BCEHBSKCWLPMDN-MGPLVRAMSA-N,"InChI=1S/C16H14F3N5O/c1-10(15-14(19)5-20-7-22-15)16(25,6-24-9-21-8-23-24)12-3-2-11(17)4-13(12)18/h2-5,7-10,25H,6H2,1H3/t10-,16+/m0/s1",C[C@@H](C1=NC=NC=C1F)[C@](CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,1,237
389,VORICONAZOLE,VORICONAZOLE,,,,,200,MG,BCEHBSKCWLPMDN-MGPLVRAMSA-N,"InChI=1S/C16H14F3N5O/c1-10(15-14(19)5-20-7-22-15)16(25,6-24-9-21-8-23-24)12-3-2-11(17)4-13(12)18/h2-5,7-10,25H,6H2,1H3/t10-,16+/m0/s1",C[C@@H](C1=NC=NC=C1F)[C@](CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,1,237
390,VORICONAZOLE,VORICONAZOLE,,1,0.96,1.5,3000,MG,BCEHBSKCWLPMDN-MGPLVRAMSA-N,"InChI=1S/C16H14F3N5O/c1-10(15-14(19)5-20-7-22-15)16(25,6-24-9-21-8-23-24)12-3-2-11(17)4-13(12)18/h2-5,7-10,25H,6H2,1H3/t10-,16+/m0/s1",C[C@@H](C1=NC=NC=C1F)[C@](CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,1,237
391,ELUXADOLINE,ELUXADOLINE,Absorption thought to be low due to local action in the GI tract,,,2,100,MG,QFNHIDANIVGXPE-FNZWTVRRSA-N,"InChI=1S/C32H35N5O5/c1-18-12-23(29(34)38)13-19(2)24(18)15-26(33)31(39)37(17-21-10-11-28(42-4)25(14-21)32(40)41)20(3)30-35-16-27(36-30)22-8-6-5-7-9-22/h5-14,16,20,26H,15,17,33H2,1-4H3,(H2,34,38)(H,35,36)(H,40,41)/t20-,26-/m0/s1",CC1=CC(=CC(=C1C[C@@H](C(=O)N(CC2=CC(=C(C=C2)OC)C(=O)O)[C@@H](C)C3=NC=C(N3)C4=CC=CC=C4)N)C)C(=O)N,COc1ccc(CN(C(=O)[C@@H](N)Cc2c(C)cc(C(N)=O)cc2C)[C@@H](C)c2ncc(-c3ccccc3)[nH]2)cc1C(=O)O,1,238
392,LUTETIUM (177LU) CHLORIDE,LUTETIUM (177 LU) CHLORIDE,,,,,40,GBQ PER ML,AEDROEGYZIARPU-SUNKFXMWSA-K,InChI=1S/3ClH.Lu/h3*1H;/q;;;+3/p-3/i;;;1+2,[Cl-].[Cl-].[Cl-].[177Lu+3],[177Lu+3].[Cl-].[Cl-].[Cl-],1,239
393,ULIPRISTAL ACETATE,ULIPRISTAL ACETATE,,,,1,5,MG,OOLLAFOLCSJHRE-ZHAKMVSLSA-N,"InChI=1S/C30H37NO4/c1-18(32)30(35-19(2)33)15-14-27-25-12-8-21-16-23(34)11-13-24(21)28(25)26(17-29(27,30)3)20-6-9-22(10-7-20)31(4)5/h6-7,9-10,16,25-27H,8,11-15,17H2,1-5H3/t25-,26+,27-,29-,30-/m0/s1",CC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H](C3=C4CCC(=O)C=C4CC[C@@H]23)C5=CC=C(C=C5)N(C)C)C)OC(=O)C,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,1,225
394,YTTRIUM (90Y) CHLORIDE,YTTRIUM (90Y) CHLORIDE,,,,,300,GBQ PER ML,PCMOZDDGXKIOLL-SGNQUONSSA-K,InChI=1S/3ClH.Y/h3*1H;/q;;;+3/p-3/i;;;1+1,[Cl-].[Cl-].[Cl-].[90Y+3],[90Y+3].[Cl-].[Cl-].[Cl-],1,193
395,CLOPIDOGREL BESILATE,CLOPIDOGREL,,0.5,,0.75,75,MG,CUZIJKLLBDXNFV-RSAXXLAASA-N,"InChI=1S/C16H16ClNO2S.C6H6O3S/c1-20-16(19)15(12-4-2-3-5-13(12)17)18-8-6-14-11(10-18)7-9-21-14;7-10(8,9)6-4-2-1-3-5-6/h2-5,7,9,15H,6,8,10H2,1H3;1-5H,(H,7,8,9)/t15-;/m0./s1",COC(=O)[C@H](C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3.C1=CC=C(C=C1)S(=O)(=O)O,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)c1ccccc1,1,67
396,FLUTICASONE FUROATE,FLUTICASONE FUROATE,,,,,0.2,MG,XTULMSXFIHGYFS-VLSRWLAYSA-N,"InChI=1S/C27H29F3O6S/c1-14-9-16-17-11-19(29)18-10-15(31)6-7-24(18,2)26(17,30)21(32)12-25(16,3)27(14,23(34)37-13-28)36-22(33)20-5-4-8-35-20/h4-8,10,14,16-17,19,21,32H,9,11-13H2,1-3H3/t14-,16+,17+,19+,21+,24+,25+,26+,27+/m1/s1",C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)SCF)OC(=O)C5=CC=CO5)C)O)F)C)F,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF,1,58
396,VILANTEROL TRIFENATATE, VILANTEROL,,,,,0.025,MG,KLOLZALDXGTNQE-JIDHJSLPSA-N,"InChI=1S/C24H33Cl2NO5.C20H16O2/c25-21-6-5-7-22(26)20(21)17-32-13-12-31-11-4-2-1-3-10-27-15-24(30)18-8-9-23(29)19(14-18)16-28;21-19(22)20(16-10-4-1-5-11-16,17-12-6-2-7-13-17)18-14-8-3-9-15-18/h5-9,14,24,27-30H,1-4,10-13,15-17H2;1-15H,(H,21,22)/t24-;/m0./s1",C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)O.C1=CC(=C(C(=C1)Cl)COCCOCCCCCCNC[C@@H](C2=CC(=C(C=C2)O)CO)O)Cl,O=C(O)C(c1ccccc1)(c1ccccc1)c1ccccc1.OCc1cc([C@@H](O)CNCCCCCCOCCOCc2c(Cl)cccc2Cl)ccc1O,1,60
397,TELBIVUDINE,TELBIVUDINE,,,,3,600,MG,IQFYYKKMVGJFEH-CSMHCCOUSA-N,"InChI=1S/C10H14N2O5/c1-5-3-12(10(16)11-9(5)15)8-2-6(14)7(4-13)17-8/h3,6-8,13-14H,2,4H2,1H3,(H,11,15,16)/t6-,7+,8+/m1/s1",CC1=CN(C(=O)NC1=O)[C@@H]2C[C@H]([C@@H](O2)CO)O,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O,1,240
398,TELBIVUDINE,TELBIVUDINE,,,,3,20,MG PER ML,IQFYYKKMVGJFEH-CSMHCCOUSA-N,"InChI=1S/C10H14N2O5/c1-5-3-12(10(16)11-9(5)15)8-2-6(14)7(4-13)17-8/h3,6-8,13-14H,2,4H2,1H3,(H,11,15,16)/t6-,7+,8+/m1/s1",CC1=CN(C(=O)NC1=O)[C@@H]2C[C@H]([C@@H](O2)CO)O,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O,1,240
399,ALITRETINOIN,ALITRETINOIN,,,,,1,MG PER G,SHGAZHPCJJPHSC-ZVCIMWCZSA-N,"InChI=1S/C20H28O2/c1-15(8-6-9-16(2)14-19(21)22)11-12-18-17(3)10-7-13-20(18,4)5/h6,8-9,11-12,14H,7,10,13H2,1-5H3,(H,21,22)/b9-6+,12-11+,15-8-,16-14+",CC1=C(C(CCC1)(C)C)/C=C/C(=C\C=C\C(=C\C(=O)O)\C)/C,CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1,1,241
400,TELMISARTAN,TELMISARTAN,Absorption is variable,,0.5,,80,MG,RMMXLENWKUUMAY-UHFFFAOYSA-N,"InChI=1S/C33H30N4O2/c1-4-9-30-35-31-21(2)18-24(32-34-27-12-7-8-13-28(27)36(32)3)19-29(31)37(30)20-22-14-16-23(17-15-22)25-10-5-6-11-26(25)33(38)39/h5-8,10-19H,4,9,20H2,1-3H3,(H,38,39)",CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,1,82
401,PRAMIPEXOLE DIHYDROCHLORIDE MONOHYDRATE,PRAMIPEXOLE DIHYDROCHLORIDE MONOHYDRATE,,1,0.9,2,1.5,MG,APVQOOKHDZVJEX-QTPLPEIMSA-N,"InChI=1S/C10H17N3S.2ClH.H2O/c1-2-5-12-7-3-4-8-9(6-7)14-10(11)13-8;;;/h7,12H,2-6H2,1H3,(H2,11,13);2*1H;1H2/t7-;;;/m0.../s1",CCCN[C@H]1CCC2=C(C1)SC(=N2)N.O.Cl.Cl,CCCN[C@H]1CCc2nc(N)sc2C1.Cl.Cl,1,205
402,TELMISARTAN,TELMISARTAN,Absorption is variable,,0.5,,80,MG,RMMXLENWKUUMAY-UHFFFAOYSA-N,"InChI=1S/C33H30N4O2/c1-4-9-30-35-31-21(2)18-24(32-34-27-12-7-8-13-28(27)36(32)3)19-29(31)37(30)20-22-14-16-23(17-15-22)25-10-5-6-11-26(25)33(38)39/h5-8,10-19H,4,9,20H2,1-3H3,(H,38,39)",CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,1,82
403,PERAMIVIR,PERAMIVIR,,,,,10,MG PER ML,XRQDFNLINLXZLB-CKIKVBCHSA-N,"InChI=1S/C15H28N4O4/c1-4-8(5-2)12(18-7(3)20)11-10(19-15(16)17)6-9(13(11)21)14(22)23/h8-13,21H,4-6H2,1-3H3,(H,18,20)(H,22,23)(H4,16,17,19)/t9-,10+,11+,12-,13+/m0/s1",CCC(CC)[C@@H]([C@H]1[C@@H](C[C@@H]([C@H]1O)C(=O)O)N=C(N)N)NC(=O)C,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1N=C(N)N,1,242
404,RIBAVIRIN,RIBAVIRIN,,0.9,0.55,1.5,200,MG,IWUCXVSUMQZMFG-AFCXAGJDSA-N,"InChI=1S/C8H12N4O5/c9-6(16)7-10-2-12(11-7)8-5(15)4(14)3(1-13)17-8/h2-5,8,13-15H,1H2,(H2,9,16)/t3-,4-,5-,8-/m1/s1",C1=NC(=NN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,1,226
405,ZOLEDRONIC ACID MONOHYDRATE,ZOLEDRONIC ACID,,,,,0.04,MG PER ML,FUXFIVRTGHOMSO-UHFFFAOYSA-N,"InChI=1S/C5H10N2O7P2.H2O/c8-5(15(9,10)11,16(12,13)14)3-7-2-1-6-4-7;/h1-2,4,8H,3H2,(H2,9,10,11)(H2,12,13,14);1H2",C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O.O,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,1,191
406,MEMANTINE HYDROCHLORIDE,MEMANTINE,,1,1,5.5,20,MG,LDDHMLJTFXJGPI-UHFFFAOYSA-N,"InChI=1S/C12H21N.ClH/c1-10-3-9-4-11(2,6-10)8-12(13,5-9)7-10;/h9H,3-8,13H2,1-2H3;1H",CC12CC3CC(C1)(CC(C3)(C2)N)C.Cl,CC12CC3CC(C)(C1)CC(N)(C3)C2.Cl,1,144
407,NALDEMEDINE TOSILATE,NALDEMEDINE,,,0.38,0.75,0.2,MG,WCYDLROFMZJJLE-RTMHEQJQSA-N,"InChI=1S/C32H34N4O6.C7H8O3S/c1-30(2,29-33-27(35-42-29)18-6-4-3-5-7-18)34-28(39)20-15-32(40)22-14-19-10-11-21(37)25-23(19)31(32,26(41-25)24(20)38)12-13-36(22)16-17-8-9-17;1-6-2-4-7(5-3-6)11(8,9)10/h3-7,10-11,17,22,26,37-38,40H,8-9,12-16H2,1-2H3,(H,34,39);2-5H,1H3,(H,8,9,10)/t22-,26+,31+,32-;/m1./s1",CC1=CC=C(C=C1)S(=O)(=O)O.CC(C)(C1=NC(=NO1)C2=CC=CC=C2)NC(=O)C3=C([C@H]4[C@@]56CCN([C@@H]([C@@]5(C3)O)CC7=C6C(=C(C=C7)O)O4)CC8CC8)O,CC(C)(NC(=O)C1=C(O)[C@@H]2Oc3c(O)ccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)[C@]3(O)C1)c1nc(-c2ccccc2)no1.Cc1ccc(S(=O)(=O)O)cc1,1,243
408,STAVUDINE,STAVUDINE,At least 0.95 for fraction absorbed as 95% of dose recovered in urine,0.95,0.86,,40,MG,XNKLLVCARDGLGL-JGVFFNPUSA-N,"InChI=1S/C10H12N2O4/c1-6-4-12(10(15)11-9(6)14)8-3-2-7(5-13)16-8/h2-4,7-8,13H,5H2,1H3,(H,11,14,15)/t7-,8+/m0/s1",CC1=CN(C(=O)NC1=O)[C@H]2C=C[C@H](O2)CO,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,1,244
409,STAVUDINE,STAVUDINE,At least 0.95 for fraction absorbed as 95% of dose recovered in urine,0.95,0.86,,200,MG,XNKLLVCARDGLGL-JGVFFNPUSA-N,"InChI=1S/C10H12N2O4/c1-6-4-12(10(15)11-9(6)14)8-3-2-7(5-13)16-8/h2-4,7-8,13H,5H2,1H3,(H,11,14,15)/t7-,8+/m0/s1",CC1=CN(C(=O)NC1=O)[C@H]2C=C[C@H](O2)CO,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,1,244
410,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,,0.5,,7,1000,MG,OETHQSJEHLVLGH-UHFFFAOYSA-N,"InChI=1S/C4H11N5.ClH/c1-9(2)4(7)8-3(5)6;/h1-2H3,(H5,5,6,7,8);1H",CN(C)C(=N)N=C(N)N.Cl,CN(C)C(=N)N=C(N)N.Cl,1,77
410,SAXAGLIPTIN HYDROCHLORIDE, SAXAGLIPTIN,,,,2,2.5,MG,TUAZNHHHYVBVBR-NHKADLRUSA-N,"InChI=1S/C18H25N3O2.ClH/c19-8-13-2-12-3-14(12)21(13)16(22)15(20)17-4-10-1-11(5-17)7-18(23,6-10)9-17;/h10-15,23H,1-7,9,20H2;1H/t10?,11?,12-,13+,14+,15-,17?,18?;/m1./s1",C1[C@@H]2C[C@@H]2N([C@@H]1C#N)C(=O)[C@H](C34CC5CC(C3)CC(C5)(C4)O)N.Cl,Cl.N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,1,245
410,DAPAGLIFLOZIN PROPANEDIOL MONOHYDRATE, DAPAGLIFLOZIN,,,0.78,2,5,MG,GOADIQFWSVMMRJ-UPGAGZFNSA-N,"InChI=1S/C21H25ClO6.C3H8O2.H2O/c1-2-27-15-6-3-12(4-7-15)9-14-10-13(5-8-16(14)22)21-20(26)19(25)18(24)17(11-23)28-21;1-3(5)2-4;/h3-8,10,17-21,23-26H,2,9,11H2,1H3;3-5H,2H2,1H3;1H2/t17-,18-,19+,20-,21+;3-;/m10./s1",CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)Cl.C[C@@H](CO)O.O,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1.C[C@H](O)CO,1,246
411,LUTETIUM (177LU) CHLORIDE,LUTETIUM (177LU) CHLORIDE,,,,,80,GBQ PER ML,AEDROEGYZIARPU-SUNKFXMWSA-K,InChI=1S/3ClH.Lu/h3*1H;/q;;;+3/p-3/i;;;1+2,[Cl-].[Cl-].[Cl-].[177Lu+3],[177Lu+3].[Cl-].[Cl-].[Cl-],1,239
412,LACOSAMIDE,LACOSAMIDE,,1,1,2.25,200,MG,VPPJLAIAVCUEMN-GFCCVEGCSA-N,"InChI=1S/C13H18N2O3/c1-10(16)15-12(9-18-2)13(17)14-8-11-6-4-3-5-7-11/h3-7,12H,8-9H2,1-2H3,(H,14,17)(H,15,16)/t12-/m1/s1",CC(=O)N[C@H](COC)C(=O)NCC1=CC=CC=C1,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,1,247
413,LACOSAMIDE,LACOSAMIDE,,1,1,2.25,10,MG PER ML,VPPJLAIAVCUEMN-GFCCVEGCSA-N,"InChI=1S/C13H18N2O3/c1-10(16)15-12(9-18-2)13(17)14-8-11-6-4-3-5-7-11/h3-7,12H,8-9H2,1-2H3,(H,14,17)(H,15,16)/t12-/m1/s1",CC(=O)N[C@H](COC)C(=O)NCC1=CC=CC=C1,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,1,247
414,LACOSAMIDE,LACOSAMIDE,,,,,10,MG PER ML,VPPJLAIAVCUEMN-GFCCVEGCSA-N,"InChI=1S/C13H18N2O3/c1-10(16)15-12(9-18-2)13(17)14-8-11-6-4-3-5-7-11/h3-7,12H,8-9H2,1-2H3,(H,14,17)(H,15,16)/t12-/m1/s1",CC(=O)N[C@H](COC)C(=O)NCC1=CC=CC=C1,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,1,247
415,VERTEPORFIN,VERTEPORFIN,,,,,15,MG,YTZALCGQUPRCGW-MXVXOLGGSA-N,"InChI=1S/C41H42N4O8/c1-9-23-20(2)29-17-34-27-13-10-26(39(49)52-7)38(40(50)53-8)41(27,5)35(45-34)19-30-22(4)25(12-15-37(48)51-6)33(44-30)18-32-24(11-14-36(46)47)21(3)28(43-32)16-31(23)42-29/h9-10,13,16-19,38,42,44H,1,11-12,14-15H2,2-8H3,(H,46,47)/b28-16-,29-17-,30-19-,31-16-,32-18-,33-18-,34-17-,35-19-/t38-,41+/m0/s1",CC1=C(C2=CC3=NC(=CC4=C(C(=C(N4)C=C5[C@@]6([C@@H](C(=CC=C6C(=N5)C=C1N2)C(=O)OC)C(=O)OC)C)C)CCC(=O)OC)C(=C3C)CCC(=O)O)C=C,C=Cc1c(C)c2cc3nc(cc4[nH]c(cc5nc(cc1[nH]2)C(C)=C5CCC(=O)O)c(CCC(=O)OC)c4C)[C@@]1(C)C3=CC=C(C(=O)OC)[C@H]1C(=O)OC,1,248
416,RIBAVIRIN,RIBAVIRIN,,0.9,0.55,1.5,200,MG,IWUCXVSUMQZMFG-AFCXAGJDSA-N,"InChI=1S/C8H12N4O5/c9-6(16)7-10-2-12(11-7)8-5(15)4(14)3(1-13)17-8/h2-5,8,13-15H,1H2,(H2,9,16)/t3-,4-,5-,8-/m1/s1",C1=NC(=NN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,1,226
417,RIBAVIRIN,RIBAVIRIN,,0.9,0.55,1.5,40,MG PER ML,IWUCXVSUMQZMFG-AFCXAGJDSA-N,"InChI=1S/C8H12N4O5/c9-6(16)7-10-2-12(11-7)8-5(15)4(14)3(1-13)17-8/h2-5,8,13-15H,1H2,(H2,9,16)/t3-,4-,5-,8-/m1/s1",C1=NC(=NN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,1,226
418,ALLOPURINOL,ALLOPURINOL,Fasted Tmax. Fa must be greater than 0.8 as 20% is excreted in faeces.,,,1.25,200,MG,OFCNXPDARWKPPY-UHFFFAOYSA-N,"InChI=1S/C5H4N4O/c10-5-3-1-8-9-4(3)6-2-7-5/h1-2H,(H2,6,7,8,9,10)",C1=C2C(=NC=NC2=O)NN1,O=c1ncnc2[nH][nH]cc1-2,1,249
